pasal,jenis_kendaraan,pasal_hukuman,pasal_tuntutan,merge_var,cluster
" pasal 280 jo pasal 68 ayat (1),pasal 281 jo pasal 77 ayat (1)",SEPEDA MOTOR,"Tidak dipasangi TNKB, No SIM","Plat palsu, Kepemilikan SIM","Tidak dipasangi TNKB, No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
" pasal 280 jo pasal 68 ayat (1),pasal 287 ayat (5) jo pasal 106 ayat (4) huruf g atau pasal 115 huruf a",SEPEDA MOTOR,"Tidak dipasangi TNKB, Melanggar batas kecepatan","Plat palsu, Kecepatan maksimal/minimal","Tidak dipasangi TNKB, Melanggar batas kecepatan, SEPEDA MOTOR",4
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
" pasal 281 jo pasal 77 ayat (1),pasal 285 ayat (1) jo pasal 106 ayat (3)",SEPEDA MOTOR,"No SIM, Tidak teknis laik","Kepemilikan SIM, teknik laik","No SIM, Tidak teknis laik, SEPEDA MOTOR",2
" pasal 280 jo pasal 68 ayat (1),pasal 281 jo pasal 77 ayat (1)",SEPEDA MOTOR,"Tidak dipasangi TNKB, No SIM","Plat palsu, Kepemilikan SIM","Tidak dipasangi TNKB, No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
" pasal 280 jo pasal 68 ayat (1),pasal 281 jo pasal 77 ayat (1)",SEPEDA MOTOR,"Tidak dipasangi TNKB, No SIM","Plat palsu, Kepemilikan SIM","Tidak dipasangi TNKB, No SIM, SEPEDA MOTOR",2
" pasal 280 jo pasal 68 ayat (1),pasal 281 jo pasal 77 ayat (1)",SEPEDA MOTOR,"Tidak dipasangi TNKB, No SIM","Plat palsu, Kepemilikan SIM","Tidak dipasangi TNKB, No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
" pasal 280 jo pasal 68 ayat (1),pasal 285 ayat (1) jo pasal 106 ayat (3)",SEPEDA MOTOR,"Tidak dipasangi TNKB, Tidak teknis laik","Plat palsu, teknik laik","Tidak dipasangi TNKB, Tidak teknis laik, SEPEDA MOTOR",4
" pasal 281 jo pasal 77 ayat (1),pasal 285 ayat (1) jo pasal 106 ayat (3)",SEPEDA MOTOR,"No SIM, Tidak teknis laik","Kepemilikan SIM, teknik laik","No SIM, Tidak teknis laik, SEPEDA MOTOR",2
" pasal 281 jo pasal 77 ayat (1),pasal 285 ayat (1) jo pasal 106 ayat (3)",SEPEDA MOTOR,"No SIM, Tidak teknis laik","Kepemilikan SIM, teknik laik","No SIM, Tidak teknis laik, SEPEDA MOTOR",2
" pasal 281 jo pasal 77 ayat (1),pasal 285 ayat (1) jo pasal 106 ayat (3)",MINI BUS,"No SIM, Tidak teknis laik","Kepemilikan SIM, teknik laik","No SIM, Tidak teknis laik, MINI BUS",2
" pasal 281 jo pasal 77 ayat (1),pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a",SEPEDA MOTOR,"No SIM, Tidak ada STNK","Kepemilikan SIM, STNK","No SIM, Tidak ada STNK, SEPEDA MOTOR",2
" pasal 280 jo pasal 68 ayat (1),pasal 281 jo pasal 77 ayat (1)",SEPEDA MOTOR,"Tidak dipasangi TNKB, No SIM","Plat palsu, Kepemilikan SIM","Tidak dipasangi TNKB, No SIM, SEPEDA MOTOR",2
" pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a,pasal 288 ayat (2) jo pasal 106 ayat (5) huruf b",SEPEDA MOTOR,"Tidak ada STNK, Tidak memperlihatkan SIM","STNK, Menunjukkan SIM","Tidak ada STNK, Tidak memperlihatkan SIM, SEPEDA MOTOR",0
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 291 ayat (1) jo pasal 106 ayat (8),SEPEDA MOTOR,Tidak helm standar,Helm SNI,"Tidak helm standar, SEPEDA MOTOR",7
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 280 jo pasal 68 ayat (1),MINI BUS,Tidak dipasangi TNKB,Plat palsu,"Tidak dipasangi TNKB, MINI BUS",4
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MKL/MOBIL PENUMPANG,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MKL/MOBIL PENUMPANG",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,MINI BUS,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, MINI BUS",5
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 280 jo pasal 68 ayat (1),SEPEDA MOTOR,Tidak dipasangi TNKB,Plat palsu,"Tidak dipasangi TNKB, SEPEDA MOTOR",4
 pasal 291 ayat (2) jo pasal 106 ayat (8),SEPEDA MOTOR,Penumpang no helm,Helm SNI,"Penumpang no helm, SEPEDA MOTOR",7
 pasal 291 ayat (1) jo pasal 106 ayat (8),SEPEDA MOTOR,Tidak helm standar,Helm SNI,"Tidak helm standar, SEPEDA MOTOR",7
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a,SEPEDA MOTOR,Tidak ada STNK,STNK,"Tidak ada STNK, SEPEDA MOTOR",0
" pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a,pasal 291 ayat (1) jo pasal 106 ayat (8)",SEPEDA MOTOR,"Tidak ada STNK, Tidak helm standar","STNK, Helm SNI","Tidak ada STNK, Tidak helm standar, SEPEDA MOTOR",0
 pasal 291 ayat (1) jo pasal 106 ayat (8),SEPEDA MOTOR,Tidak helm standar,Helm SNI,"Tidak helm standar, SEPEDA MOTOR",7
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MKL/MOBIL PENUMPANG,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MKL/MOBIL PENUMPANG",5
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MOBIL BARANG/PICK UP,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MOBIL BARANG/PICK UP",3
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MINI BUS,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MINI BUS",3
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 283 jo pasal 106 ayat (1),TRUCK KECIL,Berkendara tidak wajar,Berkendara wajar,"Berkendara tidak wajar, TRUCK KECIL",8
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MINI BUS,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MINI BUS",3
" pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,pasal 281 jo pasal 77 ayat (1)",SEPEDA MOTOR,"Melanggar rambu lalin, No SIM","Rambu-rambu, Kepemilikan SIM","Melanggar rambu lalin, No SIM, SEPEDA MOTOR",2
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
" pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,pasal 288 ayat (1) jo pasal 70 ayat (2)",SEPEDA MOTOR,"Melanggar rambu lalin, Tidak ada STNK","Rambu-rambu, STNK danTNKB> 5","Melanggar rambu lalin, Tidak ada STNK, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,MINI BUS,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, MINI BUS",5
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,SEPEDA MOTOR,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, SEPEDA MOTOR",3
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,MOBIL BARANG/PICK UP,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, MOBIL BARANG/PICK UP",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,SEPEDA MOTOR,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, SEPEDA MOTOR",3
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 289 jo pasal 106 ayat (6),MOBIL BARANG/PICK UP,No seatbelt,Sabuk kesalamatan,"No seatbelt, MOBIL BARANG/PICK UP",6
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MKL/MOBIL PENUMPANG,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MKL/MOBIL PENUMPANG",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
" pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a",SEPEDA MOTOR,"Melanggar rambu lalin, Tidak ada STNK","Rambu-rambu, STNK","Melanggar rambu lalin, Tidak ada STNK, SEPEDA MOTOR",0
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,SEPEDA MOTOR,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, SEPEDA MOTOR",3
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MINI BUS,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MINI BUS",3
" pasal 281 jo pasal 77 ayat (1),pasal 285 ayat (1) jo pasal 106 ayat (3)",SEPEDA MOTOR,"No SIM, Tidak teknis laik","Kepemilikan SIM, teknik laik","No SIM, Tidak teknis laik, SEPEDA MOTOR",2
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MINI BUS,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MINI BUS",3
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MINI BUS,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MINI BUS",3
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,MINI BUS,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MINI BUS,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MINI BUS",3
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MINI BUS,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MINI BUS",3
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 291 ayat (1) jo pasal 106 ayat (8),SEPEDA MOTOR,Tidak helm standar,Helm SNI,"Tidak helm standar, SEPEDA MOTOR",7
" pasal 281 jo pasal 77 ayat (1),pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a",SEPEDA MOTOR,"No SIM, Tidak ada STNK","Kepemilikan SIM, STNK","No SIM, Tidak ada STNK, SEPEDA MOTOR",2
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 288 ayat (2) jo pasal 106 ayat (5) huruf b,SEPEDA MOTOR,Tidak memperlihatkan SIM,Menunjukkan SIM,"Tidak memperlihatkan SIM, SEPEDA MOTOR",1
 pasal 288 ayat (2) jo pasal 106 ayat (5) huruf b,SEPEDA MOTOR,Tidak memperlihatkan SIM,Menunjukkan SIM,"Tidak memperlihatkan SIM, SEPEDA MOTOR",1
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 280 jo pasal 68 ayat (1),SEPEDA MOTOR,Tidak dipasangi TNKB,Plat palsu,"Tidak dipasangi TNKB, SEPEDA MOTOR",4
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 291 ayat (1) jo pasal 106 ayat (8),SEPEDA MOTOR,Tidak helm standar,Helm SNI,"Tidak helm standar, SEPEDA MOTOR",7
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 291 ayat (1) jo pasal 106 ayat (8),SEPEDA MOTOR,Tidak helm standar,Helm SNI,"Tidak helm standar, SEPEDA MOTOR",7
 pasal 291 ayat (2) jo pasal 106 ayat (8),SEPEDA MOTOR,Penumpang no helm,Helm SNI,"Penumpang no helm, SEPEDA MOTOR",7
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 289 jo pasal 106 ayat (6),SEPEDA MOTOR,No seatbelt,Sabuk kesalamatan,"No seatbelt, SEPEDA MOTOR",6
 pasal 291 ayat (1) jo pasal 106 ayat (8),SEPEDA MOTOR,Tidak helm standar,Helm SNI,"Tidak helm standar, SEPEDA MOTOR",7
" pasal 291 ayat (2) jo pasal 106 ayat (8),pasal 288 ayat (2) jo pasal 106 ayat (5) huruf b",SEPEDA MOTOR,"Penumpang no helm, Tidak memperlihatkan SIM","Helm SNI, Menunjukkan SIM","Penumpang no helm, Tidak memperlihatkan SIM, SEPEDA MOTOR",1
" pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a",SEPEDA MOTOR,"Melanggar rambu lalin, Tidak ada STNK","Rambu-rambu, STNK","Melanggar rambu lalin, Tidak ada STNK, SEPEDA MOTOR",0
" pasal 291 ayat (1) jo pasal 106 ayat (8),pasal 281 jo pasal 77 ayat (1)",SEPEDA MOTOR,"Tidak helm standar, No SIM","Helm SNI, Kepemilikan SIM","Tidak helm standar, No SIM, SEPEDA MOTOR",2
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,MINI BUS,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, MINI BUS",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,MINI BUS,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, MINI BUS",5
" pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,pasal 288 ayat (2) jo pasal 106 ayat (5) huruf b",MINI BUS,"Melanggar rambu lalin, Tidak memperlihatkan SIM","Rambu-rambu, Menunjukkan SIM","Melanggar rambu lalin, Tidak memperlihatkan SIM, MINI BUS",1
" pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,pasal 288 ayat (2) jo pasal 106 ayat (5) huruf b",SEPEDA MOTOR,"Melanggar rambu lalin, Tidak memperlihatkan SIM","Rambu-rambu, Menunjukkan SIM","Melanggar rambu lalin, Tidak memperlihatkan SIM, SEPEDA MOTOR",1
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 291 ayat (2) jo pasal 106 ayat (8),SEPEDA MOTOR,Penumpang no helm,Helm SNI,"Penumpang no helm, SEPEDA MOTOR",7
 pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a,SEPEDA MOTOR,Tidak ada STNK,STNK,"Tidak ada STNK, SEPEDA MOTOR",0
 pasal 298 jo pasal 121 ayat (1),MINI BUS,Tidak memasang isyarat,Memasang isyarat berhenti,"Tidak memasang isyarat, MINI BUS",8
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
 pasal 281 jo pasal 77 ayat (1),SEPEDA MOTOR,No SIM,Kepemilikan SIM,"No SIM, SEPEDA MOTOR",2
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,SEPEDA MOTOR,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, SEPEDA MOTOR",3
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,SEPEDA MOTOR,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, SEPEDA MOTOR",3
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,MOBIL BARANG/PICK UP,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, MOBIL BARANG/PICK UP",3
 pasal 288 ayat (2) jo pasal 106 ayat (5) huruf b,MINI BUS,Tidak memperlihatkan SIM,Menunjukkan SIM,"Tidak memperlihatkan SIM, MINI BUS",1
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a dan pasal 106 ayat (4) huruf b,SEPEDA MOTOR,Melanggar rambu lalin,"Rambu-rambu, Marka","Melanggar rambu lalin, SEPEDA MOTOR",5
" pasal 288 ayat (1) jo pasal 106 ayat (5) huruf a,pasal 291 ayat (1) jo pasal 106 ayat (8)",SEPEDA MOTOR,"Tidak ada STNK, Tidak helm standar","STNK, Helm SNI","Tidak ada STNK, Tidak helm standar, SEPEDA MOTOR",0
 pasal 285 ayat (1) jo pasal 106 ayat (3),SEPEDA MOTOR,Tidak teknis laik,teknik laik,"Tidak teknis laik, SEPEDA MOTOR",8
" pasal 281 jo pasal 77 ayat (1),pasal 291 ayat (2) jo pasal 106 ayat (8)",SEPEDA MOTOR,"No SIM, Penumpang no helm","Kepemilikan SIM, Helm SNI","No SIM, Penumpang no helm, SEPEDA MOTOR",2
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,SEPEDA MOTOR,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, SEPEDA MOTOR",3
 pasal 287 ayat (2) jo pasal 106 ayat (4) huruf c,SEPEDA MOTOR,Melanggar isyarat lalin,Alat isyarat lalin,"Melanggar isyarat lalin, SEPEDA MOTOR",3
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
" pasal 291 ayat (1) jo pasal 106 ayat (8),pasal 291 ayat (2) jo pasal 106 ayat (8)",SEPEDA MOTOR,"Tidak helm standar, Penumpang no helm","Helm SNI, Helm SNI","Tidak helm standar, Penumpang no helm, SEPEDA MOTOR",7
 pasal 287 ayat (1) jo pasal 106 ayat (4) huruf a,SEPEDA MOTOR,Melanggar rambu lalin,Rambu-rambu,"Melanggar rambu lalin, SEPEDA MOTOR",5
